customer_id,tenure_months,monthly_data_usage_gb,monthly_call_minutes,support_calls,contract_type,churn
1458,14,4.94,498.0,3,Prepaid,1
1459,40,15.54,504.0,1,Postpaid,0
1460,41,25.74,262.0,3,Prepaid,1
1461,22,12.73,671.0,1,Postpaid,0
1462,11,2.87,483.0,1,Postpaid,1
1463,23,14.29,350.0,2,Prepaid,0
1464,1,16.3,324.0,3,Prepaid,0
1465,46,7.41,353.0,2,Prepaid,0
1466,37,8.77,247.0,4,Postpaid,1
1467,21,8.26,548.0,1,Prepaid,1
1468,26,9.34,263.0,1,Postpaid,1
1469,46,11.14,443.0,3,Postpaid,0
1470,36,7.7,333.0,2,Postpaid,0
1471,54,5.82,501.0,1,Prepaid,0
1472,23,12.87,521.0,3,Prepaid,0
1473,57,11.09,303.0,0,Postpaid,0
1474,1,9.82,395.0,3,Prepaid,1
1475,54,12.42,183.0,0,Postpaid,0
1476,55,4.4,655.0,0,Prepaid,0
1477,51,13.32,560.0,1,Postpaid,0
1478,40,9.92,191.0,0,Postpaid,1
1479,15,13.2,270.0,1,Postpaid,0
1480,21,14.0,380.0,1,Postpaid,0
1481,47,17.66,406.0,1,Prepaid,0
1482,9,12.51,297.0,1,Postpaid,1
1483,53,17.33,228.0,2,Prepaid,0
1484,9,10.39,459.0,0,Prepaid,0
1485,10,10.63,661.0,2,Prepaid,0
1486,52,11.55,408.0,0,Postpaid,0
1487,57,15.87,356.0,1,Postpaid,0
1488,53,15.15,340.0,1,Postpaid,0
1489,26,12.68,235.0,1,Postpaid,1
1490,41,5.86,299.0,3,Postpaid,0
1491,35,15.07,570.0,1,Postpaid,0
1492,52,7.69,89.0,1,Prepaid,0
1493,25,7.42,411.0,1,Prepaid,0
1494,26,6.31,404.0,2,Prepaid,1
1495,11,11.58,418.0,0,Prepaid,0
1496,38,18.06,509.0,1,Prepaid,1
1497,2,7.17,409.0,1,Prepaid,0
1498,7,20.39,332.0,3,Postpaid,0
1499,18,16.55,302.0,0,Postpaid,0
1500,27,4.68,595.0,0,Postpaid,0
1501,34,10.09,556.0,2,Postpaid,1
1502,27,6.8,832.0,0,Postpaid,0
1503,17,15.32,358.0,3,Prepaid,0
1504,43,7.06,304.0,2,Postpaid,1
1505,59,3.89,468.0,2,Prepaid,0
1506,44,10.37,464.0,0,Prepaid,1
1507,59,17.85,495.0,2,Prepaid,0
1508,51,11.04,527.0,0,Prepaid,1
1509,54,13.99,494.0,1,Postpaid,1
1510,24,14.19,561.0,1,Postpaid,0
1511,25,4.44,581.0,1,Prepaid,0
1512,7,7.5,584.0,3,Prepaid,1
1513,52,12.03,61.0,2,Prepaid,0
1514,6,9.21,435.0,1,Postpaid,0
1515,53,20.52,262.0,3,Prepaid,1
1516,24,5.86,558.0,2,Postpaid,0
1517,33,7.45,58.0,2,Prepaid,0
1518,49,13.45,620.0,0,Postpaid,0
1519,29,8.86,270.0,2,Prepaid,0
1520,43,1.0,236.0,1,Postpaid,0
1521,22,21.67,453.0,2,Prepaid,0
1522,26,6.63,344.0,2,Postpaid,1
1523,28,14.8,667.0,2,Prepaid,1
1524,50,5.73,604.0,2,Postpaid,1
1525,21,7.68,323.0,0,Prepaid,0
1526,49,3.89,556.0,0,Postpaid,0
1527,7,8.29,318.0,1,Prepaid,0
1528,17,8.78,317.0,3,Prepaid,0
1529,20,11.34,507.0,2,Prepaid,0
1530,41,10.14,618.0,2,Postpaid,1
1531,49,4.79,334.0,1,Prepaid,0
1532,20,9.38,345.0,2,Prepaid,0
1533,54,19.24,445.0,0,Prepaid,0
1534,22,18.64,266.0,1,Postpaid,0
1535,28,14.28,635.0,1,Prepaid,0
1536,40,15.32,264.0,3,Postpaid,0
1537,49,22.3,305.0,2,Postpaid,1
1538,7,14.86,665.0,3,Postpaid,1
1539,1,15.22,432.0,3,Prepaid,1
1540,32,4.18,692.0,2,Postpaid,0
1541,13,6.44,367.0,4,Prepaid,1
1542,30,11.84,778.0,2,Prepaid,0
1543,23,7.96,492.0,4,Prepaid,0
1544,51,7.01,287.0,0,Postpaid,0
1545,59,7.59,285.0,2,Prepaid,1
1546,56,4.88,181.0,2,Prepaid,0
1547,19,8.04,198.0,1,Postpaid,0
1548,32,13.7,301.0,2,Prepaid,0
1549,30,20.98,251.0,1,Postpaid,0
1550,29,15.98,50.0,1,Postpaid,0
1551,49,15.18,526.0,2,Prepaid,0
1552,45,3.88,516.0,2,Prepaid,0
1553,29,12.6,446.0,2,Prepaid,1
1554,30,11.67,230.0,1,Postpaid,0
1555,16,13.45,647.0,2,Postpaid,0
1556,40,10.2,373.0,0,Prepaid,0
1557,19,20.31,275.0,1,Postpaid,1
1558,18,12.26,435.0,1,Postpaid,0
1559,1,12.75,426.0,0,Postpaid,1
1560,14,2.19,50.0,3,Postpaid,0
1561,51,11.47,395.0,1,Prepaid,0
1562,47,17.75,418.0,2,Prepaid,0
1563,50,14.78,343.0,1,Postpaid,0
1564,2,1.22,202.0,1,Postpaid,1
1565,54,9.75,206.0,2,Prepaid,0
1566,28,20.66,477.0,1,Prepaid,0
1567,49,11.25,514.0,1,Prepaid,1
1568,50,13.61,333.0,1,Postpaid,0
1569,30,20.1,457.0,0,Postpaid,0
1570,38,11.23,331.0,2,Postpaid,0
1571,51,15.96,272.0,2,Prepaid,0
1572,4,14.06,432.0,0,Prepaid,0
1573,1,15.13,228.0,1,Prepaid,0
1574,8,13.9,684.0,2,Postpaid,0
1575,29,9.26,184.0,1,Prepaid,0
1576,55,9.76,443.0,0,Prepaid,0
1577,39,7.73,423.0,1,Prepaid,1
1578,3,3.8,409.0,2,Postpaid,1
1579,32,18.22,623.0,2,Prepaid,1
1580,10,12.05,50.0,1,Postpaid,0
1581,10,17.97,462.0,2,Postpaid,0
1582,19,19.83,359.0,1,Prepaid,1
1583,46,12.27,488.0,0,Prepaid,0
1584,34,5.43,408.0,1,Postpaid,0
1585,33,11.02,389.0,4,Postpaid,0
1586,23,8.64,219.0,2,Postpaid,0
1587,55,2.1,299.0,1,Prepaid,1
1588,28,9.49,870.0,2,Postpaid,1
1589,32,11.64,489.0,1,Prepaid,0
1590,50,8.78,558.0,0,Postpaid,1
1591,7,8.14,347.0,0,Postpaid,0
1592,29,5.61,272.0,0,Postpaid,0
1593,8,12.98,516.0,2,Postpaid,0
1594,1,21.35,114.0,1,Postpaid,0
1595,57,18.39,302.0,1,Prepaid,0
1596,55,15.27,347.0,2,Postpaid,0
1597,3,15.38,542.0,3,Postpaid,0
1598,24,11.34,462.0,3,Prepaid,1
1599,23,2.98,329.0,0,Postpaid,0
1600,59,10.15,455.0,1,Postpaid,0
1601,8,7.15,355.0,3,Postpaid,1
1602,54,12.77,561.0,4,Prepaid,0
1603,57,18.17,435.0,1,Prepaid,0
1604,47,21.87,660.0,1,Postpaid,1
1605,37,12.32,358.0,2,Prepaid,0
1606,3,3.66,584.0,3,Postpaid,0
1607,51,12.31,414.0,1,Postpaid,0
1608,33,12.45,295.0,1,Prepaid,0
1609,28,15.39,790.0,1,Postpaid,0
1610,47,11.9,596.0,1,Prepaid,1
1611,8,12.33,435.0,1,Postpaid,0
1612,34,8.84,515.0,3,Prepaid,0
1613,35,10.44,238.0,1,Postpaid,0
1614,32,14.57,243.0,0,Postpaid,0
1615,24,1.96,567.0,0,Prepaid,0
1616,14,10.41,401.0,1,Postpaid,1
1617,32,15.44,377.0,1,Postpaid,0
1618,56,20.2,357.0,0,Prepaid,0
1619,46,10.01,423.0,0,Postpaid,0
1620,43,17.93,362.0,2,Postpaid,0
1621,16,20.45,95.0,0,Postpaid,0
1622,4,10.07,612.0,1,Prepaid,0
1623,52,9.21,383.0,5,Postpaid,0
1624,37,11.09,675.0,2,Postpaid,0
1625,54,11.59,136.0,1,Postpaid,0
1626,21,17.45,135.0,5,Prepaid,0
1627,14,8.13,359.0,3,Postpaid,0
1628,31,19.69,547.0,1,Postpaid,0
1629,55,8.0,217.0,1,Postpaid,0
1630,48,5.68,211.0,2,Postpaid,1
1631,18,14.62,456.0,1,Prepaid,1
1632,7,18.15,353.0,1,Postpaid,0
1633,10,12.89,482.0,1,Prepaid,0
1634,7,14.18,356.0,1,Postpaid,1
1635,33,21.77,458.0,3,Postpaid,0
1636,23,18.22,605.0,1,Prepaid,1
1637,21,12.15,217.0,1,Prepaid,0
1638,19,9.84,578.0,2,Prepaid,0
1639,48,17.48,144.0,1,Prepaid,1
1640,19,16.15,491.0,3,Postpaid,1
1641,36,14.09,613.0,0,Prepaid,0
1642,29,10.36,321.0,0,Postpaid,1
1643,18,11.62,497.0,0,Postpaid,0
1644,2,11.26,327.0,0,Postpaid,1
1645,1,10.45,488.0,3,Prepaid,0
1646,47,8.99,61.0,3,Postpaid,0
1647,5,13.33,424.0,4,Postpaid,1
1648,20,8.77,459.0,2,Prepaid,0
1649,11,12.89,602.0,2,Prepaid,0
1650,42,1.5,539.0,2,Postpaid,0
1651,2,9.0,376.0,3,Postpaid,0
1652,3,17.49,440.0,4,Prepaid,1
1653,23,7.5,183.0,3,Postpaid,0
1654,55,14.96,647.0,0,Postpaid,0
1655,12,7.91,504.0,4,Postpaid,1
1656,20,15.88,121.0,3,Prepaid,0
1657,5,10.51,437.0,1,Prepaid,0
1658,37,10.32,448.0,5,Prepaid,1
1659,38,12.27,284.0,2,Prepaid,0
1660,30,5.28,415.0,1,Postpaid,0
1661,9,16.86,269.0,1,Postpaid,0
1662,34,18.52,189.0,0,Postpaid,0
1663,53,10.2,308.0,3,Postpaid,0
1664,44,14.62,426.0,3,Prepaid,1
1665,35,15.89,539.0,1,Prepaid,1
1666,52,11.54,410.0,0,Postpaid,0
1667,58,6.46,541.0,1,Postpaid,1
1668,22,19.97,497.0,1,Postpaid,0
1669,44,10.04,245.0,1,Postpaid,0
1670,24,8.95,496.0,1,Postpaid,0
1671,17,20.19,500.0,0,Postpaid,0
1672,10,15.05,661.0,1,Postpaid,1
1673,30,13.29,462.0,3,Postpaid,0
1674,56,7.15,215.0,2,Postpaid,0
1675,59,16.01,317.0,2,Postpaid,0
1676,46,26.48,122.0,0,Prepaid,1
1677,23,16.4,477.0,0,Prepaid,0
1678,32,14.48,648.0,1,Postpaid,0
1679,17,15.61,50.0,1,Prepaid,0
1680,50,10.36,654.0,1,Postpaid,1
1681,51,10.31,475.0,0,Postpaid,0
1682,17,10.25,239.0,0,Postpaid,0
1683,14,9.13,439.0,3,Prepaid,0
1684,9,10.24,243.0,2,Postpaid,1
1685,40,10.21,466.0,2,Postpaid,0
1686,2,10.78,410.0,1,Postpaid,0
1687,45,10.64,449.0,1,Prepaid,0
1688,25,13.22,262.0,2,Postpaid,1
1689,39,12.39,284.0,4,Postpaid,1
1690,9,12.84,475.0,1,Prepaid,1
1691,54,19.61,325.0,1,Prepaid,0
1692,22,12.38,422.0,1,Postpaid,0
1693,43,23.05,468.0,1,Prepaid,1
1694,46,13.76,367.0,1,Prepaid,0
1695,4,9.76,573.0,3,Prepaid,0
1696,26,18.75,372.0,2,Postpaid,0
1697,58,11.6,368.0,3,Postpaid,1
1698,29,1.0,305.0,2,Prepaid,0
1699,45,11.98,556.0,2,Postpaid,0
1700,34,10.75,294.0,1,Postpaid,1
1701,23,20.03,588.0,2,Prepaid,0
1702,37,7.51,424.0,3,Prepaid,0
1703,11,10.34,802.0,3,Prepaid,1
1704,6,18.34,301.0,2,Postpaid,1
1705,18,13.97,591.0,0,Postpaid,0
1706,21,11.14,477.0,1,Postpaid,0
1707,42,8.22,323.0,0,Postpaid,0
1708,36,13.76,479.0,2,Prepaid,0
1709,41,11.85,471.0,2,Prepaid,1
1710,38,8.16,350.0,1,Prepaid,1
1711,34,8.42,464.0,0,Prepaid,0
1712,17,7.93,575.0,3,Prepaid,1
1713,37,7.04,477.0,0,Postpaid,0
1714,25,16.67,337.0,1,Prepaid,0
1715,38,16.0,329.0,1,Postpaid,0
1716,58,16.68,387.0,1,Postpaid,0
1717,12,12.02,567.0,2,Prepaid,0
1718,23,10.79,287.0,1,Postpaid,0
1719,53,10.88,459.0,2,Postpaid,0
1720,42,17.11,166.0,0,Postpaid,0
1721,22,2.9,489.0,3,Postpaid,1
1722,21,9.43,513.0,0,Postpaid,0
1723,27,7.56,704.0,2,Postpaid,0
1724,57,18.8,539.0,0,Prepaid,0
1725,31,9.61,340.0,5,Postpaid,1
1726,6,3.82,170.0,0,Postpaid,0
1727,27,13.12,477.0,1,Postpaid,1
1728,40,10.15,351.0,2,Prepaid,0
1729,34,9.22,450.0,1,Postpaid,0
1730,12,8.7,292.0,1,Postpaid,1
1731,45,8.5,374.0,2,Prepaid,0
1732,57,15.54,145.0,2,Postpaid,0
1733,53,13.12,243.0,0,Prepaid,1
1734,7,11.01,222.0,3,Prepaid,1
1735,10,6.51,531.0,2,Prepaid,1
1736,45,11.16,276.0,3,Prepaid,1
1737,17,13.3,607.0,0,Prepaid,0
1738,26,13.49,277.0,2,Postpaid,1
1739,21,12.8,714.0,3,Postpaid,0
1740,28,7.39,108.0,2,Prepaid,1
1741,58,1.0,464.0,1,Postpaid,1
1742,46,21.0,406.0,2,Prepaid,0
1743,2,5.45,218.0,1,Postpaid,0
1744,54,2.18,317.0,0,Prepaid,0
1745,43,12.65,361.0,2,Prepaid,0
1746,1,3.46,437.0,0,Postpaid,0
1747,51,7.98,260.0,2,Postpaid,0
1748,53,14.74,464.0,0,Postpaid,1
1749,36,20.86,418.0,0,Postpaid,1
1750,51,13.94,517.0,3,Postpaid,0
1751,26,9.8,271.0,2,Prepaid,1
1752,29,11.74,339.0,1,Postpaid,0
1753,21,2.96,616.0,1,Postpaid,0
1754,11,9.75,264.0,0,Prepaid,1
1755,40,9.75,191.0,4,Prepaid,0
1756,11,12.77,305.0,0,Prepaid,1
1757,36,21.71,134.0,2,Prepaid,0
1758,49,2.32,651.0,2,Postpaid,0
1759,59,9.96,358.0,2,Postpaid,1
1760,39,2.83,359.0,2,Postpaid,0
1761,40,9.48,511.0,1,Postpaid,1
1762,35,7.68,291.0,0,Prepaid,0
1763,54,4.53,368.0,0,Prepaid,1
1764,34,16.57,287.0,1,Postpaid,0
1765,55,13.28,137.0,1,Postpaid,0
1766,47,15.98,408.0,0,Postpaid,0
1767,24,9.34,554.0,0,Postpaid,0
1768,54,11.65,412.0,1,Postpaid,0
1769,22,19.97,538.0,0,Postpaid,1
1770,5,11.99,236.0,2,Postpaid,1
1771,56,16.04,287.0,1,Postpaid,1
1772,33,8.91,206.0,1,Prepaid,0
1773,58,15.58,455.0,0,Postpaid,0
1774,36,9.26,352.0,0,Prepaid,0
1775,47,2.52,347.0,2,Postpaid,1
1776,20,11.96,500.0,0,Prepaid,0
1777,19,9.65,329.0,2,Postpaid,1
1778,35,3.88,562.0,1,Postpaid,0
1779,52,12.96,435.0,0,Prepaid,0
1780,43,7.53,345.0,1,Postpaid,0
1781,17,27.46,167.0,3,Prepaid,0
1782,59,4.68,499.0,3,Prepaid,0
1783,45,5.94,442.0,1,Postpaid,1
1784,43,16.35,450.0,1,Prepaid,0
1785,34,11.33,454.0,0,Postpaid,0
1786,9,16.25,321.0,1,Prepaid,0
1787,26,13.9,377.0,2,Postpaid,1
1788,2,9.09,331.0,0,Postpaid,1
1789,53,5.1,588.0,3,Postpaid,0
1790,9,17.36,359.0,1,Postpaid,1
1791,9,5.56,307.0,2,Prepaid,0
1792,40,14.79,598.0,4,Postpaid,0
1793,17,16.59,581.0,0,Postpaid,0
1794,1,11.37,435.0,4,Prepaid,1
1795,25,10.48,381.0,0,Postpaid,0
1796,43,7.08,343.0,3,Postpaid,1
1797,40,14.31,393.0,2,Postpaid,0
1798,42,1.0,269.0,0,Prepaid,0
1799,25,15.58,473.0,2,Prepaid,0
1800,39,12.6,648.0,1,Prepaid,0
1801,35,10.89,484.0,1,Prepaid,1
1802,3,13.21,235.0,1,Prepaid,0
1803,50,5.13,468.0,1,Postpaid,0
1804,37,1.0,429.0,0,Postpaid,0
1805,44,14.34,467.0,2,Postpaid,0
1806,44,18.58,277.0,1,Postpaid,0
1807,51,3.3,401.0,1,Prepaid,0
1808,30,6.74,532.0,2,Prepaid,1
1809,38,15.76,240.0,1,Postpaid,0
1810,34,13.79,333.0,1,Postpaid,1
1811,12,26.82,357.0,2,Postpaid,1
1812,19,17.38,550.0,2,Postpaid,0
1813,37,16.18,572.0,1,Prepaid,0
1814,44,8.18,113.0,2,Postpaid,1
1815,59,14.62,550.0,0,Postpaid,0
1816,59,19.48,577.0,2,Prepaid,0
1817,49,11.18,567.0,2,Postpaid,0
1818,17,11.41,321.0,1,Prepaid,0
1819,10,12.71,366.0,0,Postpaid,0
1820,57,8.68,165.0,2,Postpaid,0
1821,55,13.34,86.0,0,Postpaid,0
1822,49,13.22,346.0,0,Postpaid,0
1823,47,19.4,411.0,2,Postpaid,0
1824,12,11.05,427.0,1,Postpaid,0
1825,16,15.37,523.0,1,Postpaid,1
1826,24,11.2,859.0,1,Postpaid,0
1827,19,15.2,341.0,2,Prepaid,1
1828,8,10.75,242.0,2,Postpaid,1
1829,31,14.87,482.0,2,Prepaid,0
1830,21,15.64,433.0,0,Prepaid,0
1831,17,6.67,314.0,2,Prepaid,0
1832,23,17.51,537.0,2,Postpaid,0
1833,37,11.17,278.0,2,Postpaid,0
1834,54,9.65,381.0,2,Postpaid,0
1835,16,8.45,389.0,0,Postpaid,0
1836,6,13.49,258.0,2,Prepaid,1
1837,8,11.98,144.0,0,Postpaid,0
1838,25,13.85,433.0,2,Postpaid,0
1839,18,13.95,605.0,4,Postpaid,0
1840,25,15.04,544.0,2,Postpaid,1
1841,12,25.88,554.0,1,Prepaid,1
1842,15,12.2,280.0,3,Postpaid,0
1843,59,8.33,432.0,1,Postpaid,0
1844,26,1.9,186.0,0,Postpaid,0
1845,41,6.02,425.0,0,Prepaid,0
1846,45,18.18,608.0,1,Postpaid,0
1847,26,15.6,613.0,1,Postpaid,0
1848,47,5.25,705.0,3,Prepaid,0
1849,32,24.32,548.0,4,Postpaid,0
1850,10,13.63,471.0,1,Postpaid,0
1851,16,14.3,531.0,1,Postpaid,1
1852,7,23.22,502.0,2,Prepaid,1
1853,17,20.7,279.0,1,Prepaid,1
1854,23,15.91,173.0,0,Prepaid,0
1855,26,16.15,532.0,0,Prepaid,1
1856,21,16.61,714.0,5,Postpaid,0
1857,22,10.8,539.0,0,Postpaid,1
1858,58,13.43,117.0,1,Postpaid,1
1859,7,14.87,322.0,4,Postpaid,0
1860,14,11.37,370.0,1,Postpaid,0
1861,15,7.17,122.0,2,Postpaid,0
1862,53,10.67,193.0,2,Prepaid,0
1863,7,7.06,394.0,1,Postpaid,0
1864,9,12.32,439.0,2,Prepaid,0
1865,51,3.1,252.0,0,Postpaid,0
1866,48,13.71,187.0,5,Postpaid,0
1867,8,3.84,579.0,1,Postpaid,1
1868,50,9.98,343.0,1,Postpaid,0
1869,59,14.52,364.0,1,Postpaid,0
1870,23,15.96,318.0,0,Postpaid,0
1871,29,15.36,284.0,2,Prepaid,1
1872,18,13.6,595.0,2,Prepaid,1
1873,31,6.4,268.0,1,Postpaid,0
1874,30,16.9,427.0,1,Prepaid,0
1875,52,6.52,401.0,2,Postpaid,0
1876,39,17.47,108.0,0,Postpaid,0
1877,35,15.14,436.0,3,Postpaid,0
1878,18,18.79,168.0,0,Postpaid,0
1879,59,12.12,495.0,1,Postpaid,0
1880,42,7.91,222.0,0,Postpaid,0
1881,39,5.54,478.0,2,Postpaid,0
1882,17,6.09,336.0,0,Prepaid,0
1883,14,3.82,299.0,3,Postpaid,1
1884,31,16.71,432.0,2,Prepaid,1
1885,24,17.34,179.0,1,Prepaid,0
1886,35,14.77,390.0,1,Postpaid,0
1887,44,11.83,517.0,1,Postpaid,1
1888,45,22.3,556.0,1,Postpaid,1
1889,34,11.51,331.0,2,Prepaid,1
1890,3,13.1,353.0,0,Postpaid,1
1891,37,11.76,176.0,3,Prepaid,1
1892,43,10.31,287.0,1,Postpaid,0
1893,40,15.15,166.0,2,Postpaid,0
1894,26,8.83,466.0,1,Prepaid,0
1895,55,8.5,526.0,1,Postpaid,1
1896,23,15.41,332.0,2,Postpaid,0
1897,44,9.51,241.0,1,Postpaid,0
1898,39,12.67,446.0,1,Prepaid,1
1899,15,10.29,270.0,2,Postpaid,1
1900,56,11.94,501.0,2,Postpaid,0
1901,49,8.63,690.0,3,Postpaid,0
1902,4,8.8,267.0,1,Postpaid,0
1903,29,7.9,289.0,2,Postpaid,1
1904,22,16.22,181.0,0,Postpaid,1
1905,25,12.86,422.0,2,Postpaid,1
1906,13,16.59,412.0,0,Postpaid,1
1907,18,17.13,359.0,1,Postpaid,0
1908,33,9.7,402.0,2,Postpaid,0
1909,16,16.41,243.0,3,Prepaid,0
1910,45,11.93,151.0,1,Postpaid,0
1911,42,11.21,286.0,2,Postpaid,0
1912,44,18.26,113.0,3,Prepaid,0
1913,2,14.77,267.0,1,Postpaid,1
1914,55,10.24,446.0,2,Postpaid,0
1915,35,14.44,409.0,1,Postpaid,1
1916,42,5.67,134.0,1,Postpaid,0
1917,34,13.24,557.0,0,Postpaid,0
1918,30,4.5,371.0,0,Postpaid,0
1919,59,7.08,205.0,1,Prepaid,1
1920,55,14.92,345.0,0,Postpaid,0
1921,13,1.0,313.0,0,Postpaid,1
1922,13,21.01,270.0,0,Postpaid,0
1923,18,16.17,522.0,0,Postpaid,0
1924,32,2.81,234.0,2,Postpaid,1
1925,32,23.99,428.0,0,Prepaid,0
1926,35,25.37,199.0,1,Prepaid,0
1927,59,11.1,394.0,1,Postpaid,0
1928,39,7.37,440.0,1,Prepaid,0
1929,46,20.43,440.0,1,Postpaid,0
1930,52,10.28,412.0,0,Prepaid,0
1931,29,12.81,364.0,3,Postpaid,1
1932,49,18.09,240.0,0,Prepaid,0
1933,29,11.23,242.0,1,Postpaid,0
1934,53,10.79,445.0,3,Postpaid,0
1935,44,5.64,211.0,3,Postpaid,0
1936,57,8.85,176.0,4,Postpaid,0
1937,16,10.7,614.0,0,Postpaid,0
1938,56,5.81,361.0,2,Postpaid,0
1939,44,6.26,495.0,2,Prepaid,0
1940,47,12.17,531.0,0,Postpaid,0
1941,57,2.75,408.0,3,Postpaid,1
1942,10,7.6,343.0,0,Postpaid,0
1943,30,21.72,346.0,2,Postpaid,0
1944,25,10.27,641.0,3,Postpaid,0
1945,39,9.65,316.0,0,Prepaid,0
1946,20,10.25,426.0,1,Prepaid,0
1947,5,10.33,502.0,1,Postpaid,1
1948,1,14.87,438.0,2,Postpaid,0
1949,30,14.52,563.0,5,Prepaid,0
1950,49,10.05,342.0,3,Prepaid,1
1951,3,10.93,501.0,0,Prepaid,0
1952,45,18.56,131.0,1,Postpaid,0
1953,14,4.45,602.0,3,Prepaid,1
1954,56,11.71,568.0,0,Postpaid,0
1955,30,12.68,354.0,2,Prepaid,0
1956,50,8.12,466.0,2,Postpaid,0
1957,4,11.42,534.0,1,Prepaid,1
1958,18,7.44,244.0,0,Prepaid,0
1959,37,15.19,378.0,3,Postpaid,1
1960,25,5.31,204.0,0,Postpaid,1
1961,48,17.31,571.0,1,Postpaid,1
1962,1,11.63,523.0,1,Prepaid,0
1963,53,9.76,358.0,5,Postpaid,0
1964,46,6.98,340.0,1,Prepaid,0
1965,15,17.15,378.0,1,Postpaid,1
1966,9,8.74,265.0,2,Prepaid,1
1967,15,6.16,374.0,1,Prepaid,0
1968,49,17.26,244.0,0,Prepaid,0
1969,57,7.48,535.0,3,Postpaid,1
1970,24,11.53,571.0,1,Postpaid,0
1971,4,16.09,542.0,3,Postpaid,1
1972,12,12.79,221.0,2,Postpaid,1
1973,59,20.65,369.0,0,Prepaid,0
1974,58,7.83,488.0,3,Prepaid,0
1975,37,10.95,515.0,1,Prepaid,1
1976,37,11.33,124.0,2,Prepaid,0
1977,43,15.11,511.0,3,Prepaid,0
1978,6,18.44,214.0,1,Prepaid,0
1979,39,12.37,377.0,3,Postpaid,0
1980,56,11.31,589.0,1,Postpaid,0
1981,46,4.59,568.0,0,Postpaid,0
1982,24,12.56,599.0,1,Postpaid,1
1983,11,8.75,240.0,0,Postpaid,1
1984,13,15.09,277.0,0,Postpaid,0
1985,34,9.95,316.0,3,Prepaid,0
1986,25,10.8,378.0,2,Postpaid,1
1987,7,4.7,433.0,1,Postpaid,1
1988,52,2.94,592.0,1,Postpaid,1
1989,4,21.3,261.0,1,Postpaid,0
1990,59,12.65,306.0,1,Postpaid,0
1991,8,14.02,614.0,3,Postpaid,1
1992,20,7.44,226.0,2,Postpaid,0
1993,29,16.38,509.0,3,Prepaid,0
1994,54,15.48,387.0,6,Postpaid,1
1995,53,7.99,458.0,2,Postpaid,0
1996,51,6.7,278.0,0,Postpaid,0
1997,45,8.34,506.0,4,Prepaid,0
1998,46,11.86,302.0,2,Postpaid,0
1999,10,12.84,187.0,0,Prepaid,0
2000,43,12.19,472.0,3,Postpaid,0
2001,34,18.49,50.0,3,Postpaid,0
2002,57,8.43,315.0,0,Prepaid,1
2003,26,6.57,444.0,2,Postpaid,0
2004,41,12.0,514.0,4,Postpaid,0
2005,49,3.53,584.0,1,Prepaid,0
2006,58,15.48,667.0,2,Prepaid,1
2007,3,12.49,621.0,2,Postpaid,0
2008,56,10.31,429.0,4,Postpaid,0
2009,6,10.03,569.0,3,Prepaid,0
2010,5,16.55,426.0,0,Postpaid,1
2011,5,16.39,503.0,3,Postpaid,1
2012,54,10.77,310.0,0,Prepaid,0
2013,47,14.96,469.0,3,Prepaid,1
2014,23,16.32,329.0,1,Prepaid,0
2015,49,13.68,374.0,1,Postpaid,0
2016,9,10.97,470.0,1,Postpaid,0
2017,35,13.91,714.0,3,Prepaid,0
2018,20,6.8,459.0,0,Postpaid,0
2019,58,12.36,398.0,2,Postpaid,0
2020,49,10.83,275.0,1,Postpaid,0
2021,59,10.05,534.0,2,Prepaid,0
2022,42,3.37,350.0,0,Prepaid,0
2023,35,6.86,456.0,2,Postpaid,1
2024,50,9.57,505.0,4,Postpaid,1
2025,18,16.48,590.0,3,Postpaid,0
2026,17,13.43,526.0,6,Postpaid,0
2027,24,16.7,216.0,3,Prepaid,1
2028,3,18.21,142.0,1,Prepaid,1
2029,32,13.65,505.0,1,Postpaid,0
2030,35,12.7,413.0,3,Postpaid,0
2031,38,7.14,459.0,2,Postpaid,1
2032,13,21.93,658.0,3,Prepaid,0
2033,56,4.91,308.0,2,Postpaid,0
2034,47,12.59,594.0,4,Postpaid,0
2035,25,16.16,309.0,1,Postpaid,1
2036,9,16.23,635.0,3,Postpaid,1
2037,4,6.22,513.0,2,Prepaid,0
2038,14,9.9,174.0,5,Postpaid,1
2039,37,8.01,337.0,3,Prepaid,1
2040,34,2.1,687.0,1,Postpaid,0
2041,11,12.65,669.0,3,Postpaid,0
2042,41,8.41,491.0,3,Postpaid,0
2043,56,19.53,453.0,2,Prepaid,1
2044,3,15.08,436.0,0,Postpaid,0
2045,59,12.21,466.0,1,Postpaid,0
2046,28,9.64,379.0,2,Postpaid,0
2047,29,12.58,582.0,2,Prepaid,1
2048,9,10.72,487.0,1,Postpaid,0
2049,3,12.35,255.0,1,Prepaid,0
2050,25,21.51,498.0,1,Prepaid,1
2051,34,6.68,425.0,4,Postpaid,0
2052,12,11.16,353.0,1,Prepaid,0
2053,42,15.53,685.0,2,Postpaid,0
2054,9,10.0,416.0,3,Postpaid,0
2055,15,19.9,106.0,2,Prepaid,0
2056,40,15.39,364.0,3,Postpaid,0
2057,25,8.41,549.0,1,Prepaid,0
2058,5,13.02,261.0,3,Postpaid,0
2059,11,8.48,544.0,2,Prepaid,1
2060,59,8.02,250.0,1,Prepaid,1
2061,34,11.3,601.0,2,Prepaid,0
2062,24,18.32,314.0,1,Prepaid,1
2063,15,15.73,347.0,0,Prepaid,1
